========================================
= 物品ID数据，由灰色枫叶GM工具自动生成 =
========================================
物品ID:100000001 名字:瑟库拉斯之剑      STR值：STR_SWORD_CIRCULOUS
物品ID:100000359 名字:达人之山铜长剑      STR值：STR_SWORD_D_N_L2_P_45A
物品ID:100000360 名字:达人之强化山铜长剑      STR值：STR_SWORD_D_N_L2_P_50A
物品ID:100000361 名字:达人之发光的山铜长剑      STR值：STR_SWORD_D_N_U1_P_45A
物品ID:100000362 名字:达人之发光的强化山铜长剑      STR值：STR_SWORD_D_N_U1_P_50A
物品ID:100000363 名字:勇士之长剑      STR值：STR_SWORD_A_R2_30A
物品ID:100000364 名字:圣人之长剑      STR值：STR_SWORD_A_R2_40A
物品ID:100000365 名字:光荣之长剑      STR值：STR_SWORD_A_R2_50A
物品ID:100000366 名字:神圣之剑      STR值：STR_SWORD_A_L2_30A
物品ID:100000367 名字:天神之剑      STR值：STR_SWORD_A_L2_40A
物品ID:100000368 名字:光辉之剑      STR值：STR_SWORD_A_L2_50A
物品ID:100000369 名字:勇者之长剑      STR值：STR_SWORD_D_A_R2_30A
物品ID:100000370 名字:魔人之长剑      STR值：STR_SWORD_D_A_R2_40A
物品ID:100000371 名字:光明之长剑      STR值：STR_SWORD_D_A_R2_50A
物品ID:100000372 名字:魔性之剑      STR值：STR_SWORD_D_A_L2_30A
物品ID:100000373 名字:魔神之剑      STR值：STR_SWORD_D_A_L2_40A
物品ID:100000374 名字:黑檀之剑      STR值：STR_SWORD_D_A_L2_50A
物品ID:100000375 名字:莱卡恩长剑      STR值：STR_LYCANSWORD01
物品ID:100000376 名字:魔石凹槽测试用普通长剑      STR值：STR_TEST_SWORD_OPTION_SLOT_COMMON
物品ID:100000377 名字:魔石凹槽测试用稀有长剑      STR值：STR_TEST_SWORD_OPTION_SLOT_RARE
物品ID:100000378 名字:魔石凹槽测试用传说长剑      STR值：STR_TEST_SWORD_OPTION_SLOT_LEGEND
物品ID:100000379 名字:魔石凹槽测试用唯一长剑      STR值：STR_TEST_SWORD_OPTION_SLOT_UNIQUE
物品ID:100000380 名字:算盘01      STR值：STR_ABACUS01
物品ID:100000381 名字:伐木工斧子01      STR值：STR_AXE01
物品ID:100000382 名字:杂耍球01(右手)      STR值：STR_BALL01
物品ID:100000383 名字:杂耍球02(左手)      STR值：STR_BALL02
物品ID:100000384 名字:笔01(左手)      STR值：STR_BRUSH01
物品ID:100000385 名字:牧羊棍01      STR值：STR_CROOK01
物品ID:100000386 名字:扩音机01      STR值：STR_LOUDSPEAKER01
物品ID:100000387 名字:老花镜01      STR值：STR_MAGNIFIER01
物品ID:100000388 名字:调色板01(右手)      STR值：STR_PALLETE01
物品ID:100000389 名字:喷壶01      STR值：STR_POT01
物品ID:100000390 名字:草原之长剑      STR值：STR_SWORD_N_C2_02B
物品ID:100000391 名字:草原之长剑      STR值：STR_SWORD_N_C2_02C
物品ID:100000392 名字:峡谷之长剑      STR值：STR_SWORD_N_C2_07B
物品ID:100000393 名字:峡谷之长剑      STR值：STR_SWORD_N_C2_07C
物品ID:100000394 名字:森林之长剑      STR值：STR_SWORD_N_C2_12B
物品ID:100000395 名字:森林之长剑      STR值：STR_SWORD_N_C2_12C
物品ID:100000396 名字:山坡之长剑      STR值：STR_SWORD_N_C2_17B
物品ID:100000397 名字:山坡之长剑      STR值：STR_SWORD_N_C2_17C
物品ID:100000398 名字:荒地之长剑      STR值：STR_SWORD_N_C2_22B
物品ID:100000399 名字:荒地之长剑      STR值：STR_SWORD_N_C2_22C
物品ID:100000400 名字:烈士之长剑      STR值：STR_SWORD_N_C2_27B
物品ID:100000401 名字:烈士之长剑      STR值：STR_SWORD_N_C2_27C
物品ID:100000402 名字:沼泽之长剑      STR值：STR_SWORD_N_C2_32B
物品ID:100000403 名字:沼泽之长剑      STR值：STR_SWORD_N_C2_32C
物品ID:100000404 名字:密林之长剑      STR值：STR_SWORD_N_C2_37B
物品ID:100000405 名字:密林之长剑      STR值：STR_SWORD_N_C2_37C
物品ID:100000406 名字:废墟之长剑      STR值：STR_SWORD_N_C2_42B
物品ID:100000407 名字:废墟之长剑      STR值：STR_SWORD_N_C2_42C
物品ID:100000408 名字:暴风之长剑      STR值：STR_SWORD_N_C2_47B
物品ID:100000409 名字:暴风之长剑      STR值：STR_SWORD_N_C2_47C
物品ID:100000410 名字:平原之长剑      STR值：STR_SWORD_D_N_C2_02B
物品ID:100000411 名字:平原之长剑      STR值：STR_SWORD_D_N_C2_02C
物品ID:100000412 名字:湖水之长剑      STR值：STR_SWORD_D_N_C2_07B
物品ID:100000413 名字:湖水之长剑      STR值：STR_SWORD_D_N_C2_07C
物品ID:100000414 名字:丛林之长剑      STR值：STR_SWORD_D_N_C2_12B
物品ID:100000415 名字:森林之长剑      STR值：STR_SWORD_D_N_C2_12C
物品ID:100000416 名字:高原之长剑      STR值：STR_SWORD_D_N_C2_17B
物品ID:100000417 名字:高原之长剑      STR值：STR_SWORD_D_N_C2_17C
物品ID:100000418 名字:雪原之长剑      STR值：STR_SWORD_D_N_C2_22B
物品ID:100000419 名字:雪原之长剑      STR值：STR_SWORD_D_N_C2_22C
物品ID:100000420 名字:冰洁之长剑      STR值：STR_SWORD_D_N_C2_27B
物品ID:100000421 名字:冰洁之长剑      STR值：STR_SWORD_D_N_C2_27C
物品ID:100000422 名字:火山之长剑      STR值：STR_SWORD_D_N_C2_32B
物品ID:100000423 名字:火山之长剑      STR值：STR_SWORD_D_N_C2_32C
物品ID:100000424 名字:不毛地之长剑      STR值：STR_SWORD_D_N_C2_37B
物品ID:100000425 名字:不毛地之长剑      STR值：STR_SWORD_D_N_C2_37C
物品ID:100000426 名字:冰河之长剑      STR值：STR_SWORD_D_N_C2_42B
物品ID:100000427 名字:冰河之长剑      STR值：STR_SWORD_D_N_C2_42C
物品ID:100000428 名字:风雪之长剑      STR值：STR_SWORD_D_N_C2_47B
物品ID:100000429 名字:风雪之长剑      STR值：STR_SWORD_D_N_C2_47C
物品ID:100000430 名字:森林精气之剑      STR值：STR_SWORD_N_R1_04B
物品ID:100000431 名字:森林精气之剑      STR值：STR_SWORD_N_R1_04C
物品ID:100000432 名字:佣兵队长之剑      STR值：STR_SWORD_N_R1_09B
物品ID:100000433 名字:佣兵队长之剑      STR值：STR_SWORD_N_R1_09C
物品ID:100000434 名字:下雨森林剑      STR值：STR_SWORD_N_R1_14B
物品ID:100000435 名字:下雨森林剑      STR值：STR_SWORD_N_R1_14C
物品ID:100000436 名字:微风之剑      STR值：STR_SWORD_N_R1_19B
物品ID:100000437 名字:微风之剑      STR值：STR_SWORD_N_R1_19C
物品ID:100000438 名字:放浪武士之剑      STR值：STR_SWORD_N_R1_24B
物品ID:100000439 名字:放浪武士之剑      STR值：STR_SWORD_N_R1_24C
物品ID:100000440 名字:海市蜃楼剑      STR值：STR_SWORD_N_R1_29B
物品ID:100000441 名字:海市蜃楼剑      STR值：STR_SWORD_N_R1_29C
物品ID:100000442 名字:祭坛之剑      STR值：STR_SWORD_N_R1_34B
物品ID:100000443 名字:祭坛之剑      STR值：STR_SWORD_N_R1_34C
物品ID:100000444 名字:绝命之剑      STR值：STR_SWORD_N_R1_39B
物品ID:100000445 名字:绝命之剑      STR值：STR_SWORD_N_R1_39C
物品ID:100000446 名字:古代的剑      STR值：STR_SWORD_N_R1_44B
物品ID:100000447 名字:古代的剑      STR值：STR_SWORD_N_R1_44C
物品ID:100000448 名字:夕阳之剑      STR值：STR_SWORD_N_R1_49B
物品ID:100000449 名字:夕阳之剑      STR值：STR_SWORD_N_R1_49C
物品ID:100000450 名字:恶灵之剑      STR值：STR_SWORD_D_N_R1_04B
物品ID:100000451 名字:恶灵之剑      STR值：STR_SWORD_D_N_R1_04C
物品ID:100000452 名字:夜空之剑      STR值：STR_SWORD_D_N_R1_09B
物品ID:100000453 名字:夜空之剑      STR值：STR_SWORD_D_N_R1_09C
物品ID:100000454 名字:坚冰之剑      STR值：STR_SWORD_D_N_R1_14B
物品ID:100000455 名字:坚冰之剑      STR值：STR_SWORD_D_N_R1_14C
物品ID:100000456 名字:黑脚之剑      STR值：STR_SWORD_D_N_R1_19B
物品ID:100000457 名字:黑脚之剑      STR值：STR_SWORD_D_N_R1_19C
物品ID:100000458 名字:堕落骑士之剑      STR值：STR_SWORD_D_N_R1_24B
物品ID:100000459 名字:堕落骑士之剑      STR值：STR_SWORD_D_N_R1_24C
物品ID:100000460 名字:野兽之剑      STR值：STR_SWORD_D_N_R1_29B
物品ID:100000461 名字:野兽之剑      STR值：STR_SWORD_D_N_R1_29C
物品ID:100000462 名字:祭品之剑      STR值：STR_SWORD_D_N_R1_34B
物品ID:100000463 名字:祭品之剑      STR值：STR_SWORD_D_N_R1_34C
物品ID:100000464 名字:堕落之剑      STR值：STR_SWORD_D_N_R1_39B
物品ID:100000465 名字:堕落之剑      STR值：STR_SWORD_D_N_R1_39C
物品ID:100000466 名字:异界之剑      STR值：STR_SWORD_D_N_R1_44B
物品ID:100000467 名字:异界之剑      STR值：STR_SWORD_D_N_R1_44C
物品ID:100000468 名字:黄昏之剑      STR值：STR_SWORD_D_N_R1_49B
物品ID:100000469 名字:黄昏之剑      STR值：STR_SWORD_D_N_R1_49C
物品ID:100000470 名字:生命之剑      STR值：STR_SWORD_N_L1_R_25A
物品ID:100000471 名字:生命之剑      STR值：STR_SWORD_N_L1_R_25B
物品ID:100000472 名字:生命之剑      STR值：STR_SWORD_N_L1_R_25C
物品ID:100000473 名字:幻想之剑      STR值：STR_SWORD_N_L1_R_30A
物品ID:100000474 名字:幻想之剑      STR值：STR_SWORD_N_L1_R_30B
物品ID:100000475 名字:幻想之剑      STR值：STR_SWORD_N_L1_R_30C
物品ID:100000476 名字:自由之剑      STR值：STR_SWORD_N_L1_R_35A
物品ID:100000477 名字:自由之剑      STR值：STR_SWORD_N_L1_R_35B
物品ID:100000478 名字:自由之剑      STR值：STR_SWORD_N_L1_R_35C
物品ID:100000479 名字:正义之剑      STR值：STR_SWORD_N_L1_R_40A
物品ID:100000480 名字:正义之剑      STR值：STR_SWORD_N_L1_R_40B
物品ID:100000481 名字:正义之剑      STR值：STR_SWORD_N_L1_R_40C
物品ID:100000482 名字:光之剑      STR值：STR_SWORD_N_L1_R_45A
物品ID:100000483 名字:光之剑      STR值：STR_SWORD_N_L1_R_45B
物品ID:100000484 名字:光之剑      STR值：STR_SWORD_N_L1_R_45C
物品ID:100000485 名字:时间之剑      STR值：STR_SWORD_N_L1_R_50A
物品ID:100000486 名字:时间之剑      STR值：STR_SWORD_N_L1_R_50B
物品ID:100000487 名字:时间之剑      STR值：STR_SWORD_N_L1_R_50C
物品ID:100000488 名字:命运之剑      STR值：STR_SWORD_D_N_L1_R_25A
物品ID:100000489 名字:命运之剑      STR值：STR_SWORD_D_N_L1_R_25B
物品ID:100000490 名字:命运之剑      STR值：STR_SWORD_D_N_L1_R_25C
物品ID:100000491 名字:智慧之剑      STR值：STR_SWORD_D_N_L1_R_30A
物品ID:100000492 名字:智慧之剑      STR值：STR_SWORD_D_N_L1_R_30B
物品ID:100000493 名字:智慧之剑      STR值：STR_SWORD_D_N_L1_R_30C
物品ID:100000494 名字:死亡之剑      STR值：STR_SWORD_D_N_L1_R_35A
物品ID:100000495 名字:死亡之剑      STR值：STR_SWORD_D_N_L1_R_35B
物品ID:100000496 名字:死亡之剑      STR值：STR_SWORD_D_N_L1_R_35C
物品ID:100000497 名字:破坏之剑      STR值：STR_SWORD_D_N_L1_R_40A
物品ID:100000498 名字:破坏之剑      STR值：STR_SWORD_D_N_L1_R_40B
物品ID:100000499 名字:破坏之剑      STR值：STR_SWORD_D_N_L1_R_40C
物品ID:100000500 名字:罗刹之剑      STR值：STR_SWORD_D_N_L1_R_45A
物品ID:100000501 名字:罗刹之剑      STR值：STR_SWORD_D_N_L1_R_45B
物品ID:100000502 名字:罗刹之剑      STR值：STR_SWORD_D_N_L1_R_45C
物品ID:100000503 名字:空间之剑      STR值：STR_SWORD_D_N_L1_R_50A
物品ID:100000504 名字:空间之剑      STR值：STR_SWORD_D_N_L1_R_50B
物品ID:100000505 名字:空间之剑      STR值：STR_SWORD_D_N_L1_R_50C
物品ID:100000506 名字:采掘团长之剑      STR值：STR_SWORD_D_N_R2_36A
物品ID:100000507 名字:吉里纳之剑      STR值：STR_SWORD_D_N_R2_36B
物品ID:100000508 名字:达尔洛奇之剑      STR值：STR_SWORD_D_N_R2_39B
物品ID:100000509 名字:精锐监视兵之剑      STR值：STR_SWORD_D_N_L1_42A
物品ID:100000510 名字:马斯托之剑      STR值：STR_SWORD_D_N_L2_42A
物品ID:100000511 名字:赞塔拉之长剑      STR值：STR_SWORD_D_N_R2_43A
物品ID:100000512 名字:阿尔奎米亚革命团之剑      STR值：STR_SWORD_D_N_L2_43A
物品ID:100000513 名字:阿鲁齐纳之宝剑      STR值：STR_SWORD_D_N_U1_44A
物品ID:100000514 名字:布赫克曼之剑      STR值：STR_SWORD_D_N_L1_45A
物品ID:100000515 名字:巴卡尔马军团长之剑      STR值：STR_SWORD_D_N_L1_47A
物品ID:100000519 名字:空瓶      STR值：STR_BOTTLE01
物品ID:100000520 名字:宝石      STR值：STR_GEM01
物品ID:100000521 名字:短刀01      STR值：STR_DAGGER01
物品ID:100000522 名字:短刀02      STR值：STR_DAGGER02
物品ID:100000523 名字:术古炸弹01      STR值：STR_SHUGOBOOM01
物品ID:100000524 名字:僵尸犁01      STR值：STR_ZOMBIEPLOW01
物品ID:100000529 名字:天神将之剑      STR值：STR_SWORD_EVENT_01
物品ID:100000530 名字:魔神将之剑      STR值：STR_SWORD_EVENT_02
物品ID:100000531 名字:灵魂之长剑      STR值：STR_SWORD_N_C2_A_24B
物品ID:100000532 名字:龟裂之长剑      STR值：STR_SWORD_N_C2_A_29B
物品ID:100000533 名字:太古之长剑      STR值：STR_SWORD_N_C2_A_34B
物品ID:100000534 名字:星云之长剑      STR值：STR_SWORD_N_C2_A_39B
物品ID:100000535 名字:次元之长剑      STR值：STR_SWORD_N_C2_A_44B
物品ID:100000536 名字:巨人之长剑      STR值：STR_SWORD_N_C2_A_49B
物品ID:100000537 名字:灵魂之长剑      STR值：STR_SWORD_N_C2_A_24C
物品ID:100000538 名字:龟裂之长剑      STR值：STR_SWORD_N_C2_A_29C
物品ID:100000539 名字:太古之长剑      STR值：STR_SWORD_N_C2_A_34C
物品ID:100000540 名字:星云之长剑      STR值：STR_SWORD_N_C2_A_39C
物品ID:100000541 名字:次元之长剑      STR值：STR_SWORD_N_C2_A_44C
物品ID:100000542 名字:巨人之长剑      STR值：STR_SWORD_N_C2_A_49C
物品ID:100000543 名字:漂浮亡灵之剑      STR值：STR_SWORD_N_R1_A_27B
物品ID:100000544 名字:深红落日之剑      STR值：STR_SWORD_N_R1_A_32B
物品ID:100000545 名字:消失的文明之剑      STR值：STR_SWORD_N_R1_A_37B
物品ID:100000546 名字:血光香气之剑      STR值：STR_SWORD_N_R1_A_42B
物品ID:100000547 名字:流星之剑      STR值：STR_SWORD_N_R1_A_47B
物品ID:100000548 名字:漂浮亡灵之剑      STR值：STR_SWORD_N_R1_A_27C
物品ID:100000549 名字:深红落日之剑      STR值：STR_SWORD_N_R1_A_32C
物品ID:100000550 名字:消失的文明之剑      STR值：STR_SWORD_N_R1_A_37C
物品ID:100000551 名字:血光香气之剑      STR值：STR_SWORD_N_R1_A_42C
物品ID:100000552 名字:流星之剑      STR值：STR_SWORD_N_R1_A_47C
物品ID:100000553 名字:流血之剑      STR值：STR_SWORD_N_L1_A_28B
物品ID:100000554 名字:伤心哭泣的骤雨之剑      STR值：STR_SWORD_N_L1_A_33B
物品ID:100000555 名字:战死军团士兵之剑      STR值：STR_SWORD_N_L1_A_38B
物品ID:100000556 名字:失翼天使之剑      STR值：STR_SWORD_N_L1_A_43B
物品ID:100000557 名字:古代英雄之剑      STR值：STR_SWORD_N_L1_A_48B
物品ID:100000558 名字:流血之剑      STR值：STR_SWORD_N_L1_A_28C
物品ID:100000559 名字:伤心哭泣的骤雨之剑      STR值：STR_SWORD_N_L1_A_33C
物品ID:100000560 名字:战死军团士兵之剑      STR值：STR_SWORD_N_L1_A_38C
物品ID:100000561 名字:失翼天使之剑      STR值：STR_SWORD_N_L1_A_43C
物品ID:100000562 名字:古代英雄之剑      STR值：STR_SWORD_N_L1_A_48C
物品ID:100000563 名字:阿埃罗之剑      STR值：STR_SWORD_D_N_R2_25A
物品ID:100000564 名字:昆帕帕长剑      STR值：STR_KRALLSWORD03
物品ID:100000565 名字:NPC长剑 SW_R010a      STR值：STR_NPC_SWORD_N_R_14
物品ID:100000566 名字:NPC长剑 SW_R012a      STR值：STR_NPC_SWORD_N_R_15
物品ID:100000567 名字:NPC长剑 SW_U002      STR值：STR_NPC_SWORD_N_U_02
物品ID:100000568 名字:NPC长剑 SW_A101(天族)      STR值：STR_NPC_SWORD_A_R_01
物品ID:100000569 名字:NPC长剑 SW_A102(魔族)      STR值：STR_NPC_SWORD_D_A_R_01
物品ID:100000570 名字:NPC战棍 MA_R010a      STR值：STR_NPC_MACE_N_R_14
物品ID:100000571 名字:NPC战棍 MA_R012a      STR值：STR_NPC_MACE_N_R_15
物品ID:100000572 名字:NPC战棍 MA_U004      STR值：STR_NPC_MACE_N_U_04
物品ID:100000573 名字:NPC战棍 MA_U005      STR值：STR_NPC_MACE_N_U_05
物品ID:100000574 名字:NPC战棍 MA_A101(天族)      STR值：STR_NPC_MACE_A_R_01
物品ID:100000575 名字:NPC战棍 MA_A201(魔族)      STR值：STR_NPC_MACE_D_A_R_01
物品ID:100000576 名字:力诺盖尔之剑      STR值：STR_SWORD_N_R2_35A
物品ID:100000577 名字:梅利塔之剑      STR值：STR_SWORD_N_R2_39A
物品ID:100000578 名字:帕帕鲁的菜刀      STR值：STR_SWORD_N_R2_39B
物品ID:100000579 名字:昆帕帕之剑      STR值：STR_SWORD_N_L2_41A
物品ID:100000580 名字:完全体之剑      STR值：STR_SWORD_N_L1_43A
物品ID:100000581 名字:拉盖诺恩之剑      STR值：STR_SWORD_N_R2_43A
物品ID:100000582 名字:祖雷亚斯之剑      STR值：STR_SWORD_N_L1_44A
物品ID:100000583 名字:阿凯伦之剑      STR值：STR_SWORD_N_L2_46A
物品ID:100000584 名字:卡库那之剑      STR值：STR_SWORD_N_R2_47A
物品ID:100000585 名字:英德拉图精锐兵之剑      STR值：STR_SWORD_N_L1_47A
物品ID:100000586 名字:英德拉图之剑      STR值：STR_SWORD_N_L2_47A
物品ID:100000587 名字:杰休奇之剑      STR值：STR_SWORD_N_U1_47A
物品ID:100000588 名字:哈里安之剑      STR值：STR_SWORD_N_L2_49A
物品ID:100000589 名字:黑色心脏之剑      STR值：STR_SWORD_N_U1_50A
物品ID:100000590 名字:恩宠之剑      STR值：STR_SWORD_N_U1_45A
物品ID:100000591 名字:破灭之剑      STR值：STR_SWORD_D_N_U1_45A
物品ID:100000592 名字:治疗者铁锤01      STR值：STR_HEALERMACE01
物品ID:100000593 名字:真龙之长剑      STR值：STR_SWORD_D_R2_P_30A
物品ID:100000594 名字:闪光的真龙之长剑      STR值：STR_SWORD_D_L1_P_30A
物品ID:100000595 名字:白龙之长剑      STR值：STR_SWORD_D_R2_P_40A
物品ID:100000596 名字:闪光的白龙之长剑      STR值：STR_SWORD_D_L1_P_40A
物品ID:100000597 名字:白龙王之长剑      STR值：STR_SWORD_D_L2_P_40A
物品ID:100000598 名字:闪光的白龙王之长剑      STR值：STR_SWORD_D_U1_P_40A
物品ID:100000599 名字:鸣龙之长剑      STR值：STR_SWORD_D_R2_P_50A
物品ID:100000600 名字:闪光的鸣龙之长剑      STR值：STR_SWORD_D_L1_P_50A
物品ID:100000601 名字:鸣龙王之长剑      STR值：STR_SWORD_D_L2_P_50A
物品ID:100000602 名字:闪光的鸣龙王之长剑      STR值：STR_SWORD_D_U1_P_50A
物品ID:100000603 名字:乾龙之长剑      STR值：STR_SWORD_D_D_R2_P_30A
物品ID:100000604 名字:闪光的乾龙之长剑      STR值：STR_SWORD_D_D_L1_P_30A
物品ID:100000605 名字:黑龙之长剑      STR值：STR_SWORD_D_D_R2_P_40A
物品ID:100000606 名字:闪光的黑龙之长剑      STR值：STR_SWORD_D_D_L1_P_40A
物品ID:100000607 名字:黑龙王之长剑      STR值：STR_SWORD_D_D_L2_P_40A
物品ID:100000608 名字:闪光的黑龙王之长剑      STR值：STR_SWORD_D_D_U1_P_40A
物品ID:100000609 名字:暗龙之长剑      STR值：STR_SWORD_D_D_R2_P_50A
物品ID:100000610 名字:闪光的暗龙之长剑      STR值：STR_SWORD_D_D_L1_P_50A
物品ID:100000611 名字:暗龙王之长剑      STR值：STR_SWORD_D_D_L2_P_50A
物品ID:100000612 名字:闪光的暗龙王之长剑      STR值：STR_SWORD_D_D_U1_P_50A
物品ID:100000613 名字:名匠之长剑      STR值：STR_SWORD_A_R2_35A
物品ID:100000614 名字:圣灵之长剑      STR值：STR_SWORD_A_R2_45A
物品ID:100000615 名字:雄壮之长剑      STR值：STR_SWORD_D_A_R2_35A
物品ID:100000616 名字:魔灵之长剑      STR值：STR_SWORD_D_A_R2_45A
物品ID:100000617 名字:守卫千夫长之剑      STR值：STR_SWORD_A_U2_50A
物品ID:100000618 名字:执政官千夫长之剑      STR值：STR_SWORD_D_A_U2_50A
物品ID:100000619 名字:飞龙之长剑      STR值：STR_SWORD_N_R1_S_29A
物品ID:100000620 名字:红色斗士之剑      STR值：STR_SWORD_N_R1_S_36A
